id,test_id,model,run_number,ab_order,choice,prompt_tokens,completion_tokens,timestamp,raw_response
2748,UI-01,claude-3.5-sonnet,11,original,B,259,9,2026-05-22 19:16:18,
2749,UI-01,claude-3.5-sonnet,11,swapped,B,259,9,2026-05-22 19:16:19,
2750,UI-01,claude-3.5-sonnet,12,original,B,259,9,2026-05-22 19:16:20,
2751,UI-01,claude-3.5-sonnet,12,swapped,A,259,9,2026-05-22 19:16:22,
2752,UI-01,claude-3.5-sonnet,13,original,B,259,9,2026-05-22 19:16:23,
2753,UI-01,claude-3.5-sonnet,13,swapped,A,259,9,2026-05-22 19:16:24,
2754,UI-01,claude-3.5-sonnet,14,swapped,A,259,9,2026-05-22 19:16:27,
2755,UI-01,claude-3.5-sonnet,14,original,B,259,9,2026-05-22 19:16:29,
2756,UI-01,claude-3.5-sonnet,15,original,B,259,9,2026-05-22 19:16:29,
2757,UI-01,claude-3.5-sonnet,16,original,B,259,9,2026-05-22 19:16:32,
2758,UI-01,claude-3.5-sonnet,15,swapped,A,259,9,2026-05-22 19:16:32,
2759,UI-01,claude-3.5-sonnet,16,swapped,A,259,9,2026-05-22 19:16:35,
2760,UI-11,claude-3.5-sonnet,1,original,B,240,9,2026-05-22 19:16:36,
2761,UI-11,claude-3.5-sonnet,1,swapped,B,240,9,2026-05-22 19:16:37,
2762,UI-01,claude-3.5-sonnet,17,original,B,259,9,2026-05-22 19:16:39,
2763,UI-11,claude-3.5-sonnet,2,original,B,240,9,2026-05-22 19:16:40,
2764,UI-01,claude-3.5-sonnet,17,swapped,A,259,9,2026-05-22 19:16:41,
2765,UI-11,claude-3.5-sonnet,2,swapped,B,240,9,2026-05-22 19:16:42,
2766,UI-01,claude-3.5-sonnet,18,original,B,259,9,2026-05-22 19:16:43,
2767,UI-11,claude-3.5-sonnet,3,original,B,240,9,2026-05-22 19:16:45,
2768,UI-01,claude-3.5-sonnet,18,swapped,A,259,9,2026-05-22 19:16:46,
2769,UI-11,claude-3.5-sonnet,3,swapped,B,240,9,2026-05-22 19:16:48,
2770,UI-11,claude-3.5-sonnet,4,original,B,240,9,2026-05-22 19:16:48,
2771,UI-11,claude-3.5-sonnet,4,swapped,B,240,9,2026-05-22 19:16:50,
2772,UI-11,claude-3.5-sonnet,5,original,B,240,9,2026-05-22 19:16:51,
2773,UI-11,claude-3.5-sonnet,6,original,B,240,9,2026-05-22 19:16:53,
2774,UI-11,claude-3.5-sonnet,5,swapped,B,240,9,2026-05-22 19:16:53,
2775,UI-11,claude-3.5-sonnet,6,swapped,B,240,9,2026-05-22 19:16:56,
2776,UI-11,claude-3.5-sonnet,7,original,B,240,9,2026-05-22 19:16:56,
2777,UI-11,claude-3.5-sonnet,7,swapped,B,240,9,2026-05-22 19:16:58,
2778,UI-11,claude-3.5-sonnet,8,original,B,240,9,2026-05-22 19:16:59,
2779,UI-11,claude-3.5-sonnet,8,swapped,B,240,9,2026-05-22 19:17:01,
2780,UI-11,claude-3.5-sonnet,9,original,B,240,9,2026-05-22 19:17:01,
2781,UI-11,claude-3.5-sonnet,9,swapped,B,240,9,2026-05-22 19:17:03,
2782,UI-11,claude-3.5-sonnet,10,original,B,240,9,2026-05-22 19:17:04,
2783,UI-11,claude-3.5-sonnet,10,swapped,B,240,9,2026-05-22 19:17:06,
2784,UI-11,claude-3.5-sonnet,11,original,B,240,9,2026-05-22 19:17:06,
2785,COPY-06,claude-3.5-sonnet,1,original,A,229,9,2026-05-22 19:17:08,
2786,UI-11,claude-3.5-sonnet,11,swapped,B,240,9,2026-05-22 19:17:09,
2787,COPY-06,claude-3.5-sonnet,1,swapped,A,229,9,2026-05-22 19:17:10,
2788,UI-11,claude-3.5-sonnet,12,original,B,240,9,2026-05-22 19:17:12,
2789,COPY-06,claude-3.5-sonnet,2,original,A,229,9,2026-05-22 19:17:13,
2790,UI-11,claude-3.5-sonnet,12,swapped,B,240,9,2026-05-22 19:17:14,
2791,COPY-06,claude-3.5-sonnet,2,swapped,A,229,9,2026-05-22 19:17:15,
2792,UI-11,claude-3.5-sonnet,13,original,B,240,9,2026-05-22 19:17:16,
2793,COPY-06,claude-3.5-sonnet,3,original,A,229,9,2026-05-22 19:17:18,
2794,UI-11,claude-3.5-sonnet,13,swapped,B,240,9,2026-05-22 19:17:19,
2795,COPY-06,claude-3.5-sonnet,3,swapped,A,229,9,2026-05-22 19:17:21,
2796,UI-11,claude-3.5-sonnet,14,original,B,240,9,2026-05-22 19:17:21,
2797,COPY-06,claude-3.5-sonnet,4,original,A,229,9,2026-05-22 19:17:23,
2798,UI-11,claude-3.5-sonnet,14,swapped,B,240,9,2026-05-22 19:17:24,
2799,UI-11,claude-3.5-sonnet,15,original,B,240,9,2026-05-22 19:17:26,
2800,COPY-06,claude-3.5-sonnet,4,swapped,A,229,9,2026-05-22 19:17:27,
2801,COPY-06,claude-3.5-sonnet,5,original,A,229,9,2026-05-22 19:17:28,
2802,UI-11,claude-3.5-sonnet,15,swapped,B,240,9,2026-05-22 19:17:29,
2803,COPY-06,claude-3.5-sonnet,5,swapped,A,229,9,2026-05-22 19:17:31,
2804,UI-11,claude-3.5-sonnet,16,original,B,240,9,2026-05-22 19:17:31,
2805,UI-11,claude-3.5-sonnet,16,swapped,B,240,9,2026-05-22 19:17:33,
2806,COPY-06,claude-3.5-sonnet,6,original,A,229,9,2026-05-22 19:17:33,
2807,COPY-06,claude-3.5-sonnet,6,swapped,A,229,9,2026-05-22 19:17:36,
2808,UI-11,claude-3.5-sonnet,17,original,B,240,9,2026-05-22 19:17:36,
2809,UI-11,claude-3.5-sonnet,17,swapped,B,240,9,2026-05-22 19:17:39,
2810,COPY-06,claude-3.5-sonnet,7,original,A,229,9,2026-05-22 19:17:39,
2811,COPY-06,claude-3.5-sonnet,7,swapped,A,229,9,2026-05-22 19:17:41,
2812,UI-11,claude-3.5-sonnet,18,original,B,240,9,2026-05-22 19:17:41,
2813,COPY-06,claude-3.5-sonnet,8,original,A,229,9,2026-05-22 19:17:44,
2814,UI-11,claude-3.5-sonnet,18,swapped,B,240,9,2026-05-22 19:17:44,
2815,COPY-06,claude-3.5-sonnet,8,swapped,A,229,9,2026-05-22 19:17:46,
2816,UI-11,claude-3.5-sonnet,19,original,B,240,9,2026-05-22 19:17:46,
2817,COPY-06,claude-3.5-sonnet,9,original,A,229,9,2026-05-22 19:17:48,
2818,UI-11,claude-3.5-sonnet,19,swapped,B,240,9,2026-05-22 19:17:49,
2819,COPY-06,claude-3.5-sonnet,9,swapped,A,229,9,2026-05-22 19:17:51,
2820,UI-11,claude-3.5-sonnet,20,original,B,240,9,2026-05-22 19:17:52,
2821,COPY-06,claude-3.5-sonnet,10,original,A,229,9,2026-05-22 19:17:53,
2822,UI-11,claude-3.5-sonnet,20,swapped,B,240,9,2026-05-22 19:17:54,
2823,COPY-06,claude-3.5-sonnet,10,swapped,A,229,9,2026-05-22 19:17:56,
2824,UI-11,claude-3.5-sonnet,21,original,B,240,9,2026-05-22 19:17:57,
2825,COPY-06,claude-3.5-sonnet,11,original,A,229,9,2026-05-22 19:17:58,
2826,UI-11,claude-3.5-sonnet,21,swapped,B,240,9,2026-05-22 19:18:00,
2827,COPY-06,claude-3.5-sonnet,11,swapped,A,229,9,2026-05-22 19:18:01,
2828,UI-11,claude-3.5-sonnet,22,original,B,240,9,2026-05-22 19:18:02,
2829,COPY-06,claude-3.5-sonnet,12,original,A,229,9,2026-05-22 19:18:04,
2830,UI-11,claude-3.5-sonnet,22,swapped,B,240,9,2026-05-22 19:18:05,
2831,COPY-06,claude-3.5-sonnet,12,swapped,A,229,9,2026-05-22 19:18:07,
2832,UI-11,claude-3.5-sonnet,23,original,B,240,9,2026-05-22 19:18:07,
2833,UI-11,claude-3.5-sonnet,23,swapped,B,240,9,2026-05-22 19:18:09,
2834,COPY-06,claude-3.5-sonnet,13,original,A,229,9,2026-05-22 19:18:10,
2835,COPY-06,claude-3.5-sonnet,13,swapped,A,229,9,2026-05-22 19:18:12,
2836,COPY-06,claude-3.5-sonnet,14,original,A,229,9,2026-05-22 19:18:15,
2837,UI-11,claude-3.5-sonnet,24,original,B,240,9,2026-05-22 19:18:15,
2838,COPY-06,claude-3.5-sonnet,14,swapped,A,229,9,2026-05-22 19:18:18,
2839,UI-11,claude-3.5-sonnet,24,swapped,B,240,9,2026-05-22 19:18:18,
2840,UI-11,claude-3.5-sonnet,25,original,B,240,9,2026-05-22 19:18:20,
2841,COPY-06,claude-3.5-sonnet,15,original,A,229,9,2026-05-22 19:18:21,
2842,UI-11,claude-3.5-sonnet,25,swapped,B,240,9,2026-05-22 19:18:23,
2843,COPY-06,claude-3.5-sonnet,15,swapped,A,229,9,2026-05-22 19:18:23,
2844,COPY-06,claude-3.5-sonnet,16,original,A,229,9,2026-05-22 19:18:25,
2845,COPY-06,claude-3.5-sonnet,16,swapped,A,229,9,2026-05-22 19:18:26,
2846,COPY-06,claude-3.5-sonnet,17,original,A,229,9,2026-05-22 19:18:28,
2847,COPY-06,claude-3.5-sonnet,17,swapped,A,229,9,2026-05-22 19:18:28,
2848,COPY-06,claude-3.5-sonnet,18,original,A,229,9,2026-05-22 19:18:31,
2849,COPY-06,claude-3.5-sonnet,18,swapped,A,229,9,2026-05-22 19:18:31,
2850,COPY-06,claude-3.5-sonnet,19,original,A,229,9,2026-05-22 19:18:33,
2851,COPY-06,claude-3.5-sonnet,19,swapped,A,229,9,2026-05-22 19:18:33,
2852,COPY-06,claude-3.5-sonnet,20,swapped,A,229,9,2026-05-22 19:18:36,
2853,COPY-06,claude-3.5-sonnet,20,original,A,229,9,2026-05-22 19:18:36,
2854,REC-04,claude-3.5-sonnet,1,original,A,206,9,2026-05-22 19:18:38,
2855,COPY-06,claude-3.5-sonnet,21,original,A,229,9,2026-05-22 19:18:39,
2856,REC-04,claude-3.5-sonnet,1,swapped,A,206,9,2026-05-22 19:18:40,
2857,COPY-06,claude-3.5-sonnet,21,swapped,A,229,9,2026-05-22 19:18:41,
2858,REC-04,claude-3.5-sonnet,2,original,A,206,9,2026-05-22 19:18:43,
2859,COPY-06,claude-3.5-sonnet,22,original,A,229,9,2026-05-22 19:18:44,
2860,REC-04,claude-3.5-sonnet,2,swapped,A,206,9,2026-05-22 19:18:45,
2861,COPY-06,claude-3.5-sonnet,22,swapped,A,229,9,2026-05-22 19:18:46,
2862,REC-04,claude-3.5-sonnet,3,original,A,206,9,2026-05-22 19:18:48,
2863,COPY-06,claude-3.5-sonnet,23,original,A,229,9,2026-05-22 19:18:49,
2864,REC-04,claude-3.5-sonnet,3,swapped,A,206,9,2026-05-22 19:18:50,
2865,COPY-06,claude-3.5-sonnet,23,swapped,A,229,9,2026-05-22 19:18:52,
2866,REC-04,claude-3.5-sonnet,4,original,A,206,9,2026-05-22 19:18:53,
2867,COPY-06,claude-3.5-sonnet,24,original,A,229,9,2026-05-22 19:18:54,
2868,REC-04,claude-3.5-sonnet,4,swapped,A,206,9,2026-05-22 19:18:55,
2869,COPY-06,claude-3.5-sonnet,24,swapped,A,229,9,2026-05-22 19:18:57,
2870,REC-04,claude-3.5-sonnet,5,original,A,206,9,2026-05-22 19:18:57,
2871,REC-04,claude-3.5-sonnet,5,swapped,A,206,9,2026-05-22 19:19:00,
2872,COPY-06,claude-3.5-sonnet,25,original,A,229,9,2026-05-22 19:19:00,
2873,REC-04,claude-3.5-sonnet,6,original,A,206,9,2026-05-22 19:19:02,
2874,COPY-06,claude-3.5-sonnet,25,swapped,A,229,9,2026-05-22 19:19:02,
2875,REC-04,claude-3.5-sonnet,7,original,A,206,9,2026-05-22 19:19:05,
2876,REC-04,claude-3.5-sonnet,6,swapped,A,206,9,2026-05-22 19:19:05,
2877,REC-04,claude-3.5-sonnet,8,original,A,206,9,2026-05-22 19:19:07,
2878,REC-04,claude-3.5-sonnet,8,swapped,A,206,9,2026-05-22 19:19:09,
2879,REC-04,claude-3.5-sonnet,7,swapped,A,206,9,2026-05-22 19:19:10,
2880,REC-04,claude-3.5-sonnet,9,original,A,206,9,2026-05-22 19:19:12,
2881,REC-04,claude-3.5-sonnet,9,swapped,A,206,9,2026-05-22 19:19:13,
2882,REC-04,claude-3.5-sonnet,10,original,A,206,9,2026-05-22 19:19:15,
2883,REC-04,claude-3.5-sonnet,10,swapped,A,206,9,2026-05-22 19:19:16,
2884,REC-04,claude-3.5-sonnet,11,original,A,206,9,2026-05-22 19:19:17,
2885,REC-04,claude-3.5-sonnet,11,swapped,A,206,9,2026-05-22 19:19:18,
2886,REC-04,claude-3.5-sonnet,12,original,A,206,9,2026-05-22 19:19:20,
2887,REC-04,claude-3.5-sonnet,12,swapped,A,206,9,2026-05-22 19:19:21,
2888,REC-04,claude-3.5-sonnet,13,swapped,A,206,9,2026-05-22 19:19:23,
2889,REC-04,claude-3.5-sonnet,13,original,A,206,9,2026-05-22 19:19:23,
2890,REC-04,claude-3.5-sonnet,14,original,A,206,9,2026-05-22 19:19:26,
2891,REC-04,claude-3.5-sonnet,14,swapped,A,206,9,2026-05-22 19:19:26,
2892,REC-04,claude-3.5-sonnet,15,original,A,206,9,2026-05-22 19:19:28,
2893,REC-04,claude-3.5-sonnet,15,swapped,A,206,9,2026-05-22 19:19:28,
2894,REC-04,claude-3.5-sonnet,16,original,A,206,9,2026-05-22 19:19:30,
2895,REC-04,claude-3.5-sonnet,16,swapped,A,206,9,2026-05-22 19:19:31,
2896,REC-04,claude-3.5-sonnet,17,original,A,206,9,2026-05-22 19:19:33,
2897,REC-04,claude-3.5-sonnet,17,swapped,A,206,9,2026-05-22 19:19:33,
2898,REC-04,claude-3.5-sonnet,18,original,A,206,9,2026-05-22 19:19:35,
2899,REC-04,claude-3.5-sonnet,18,swapped,A,206,9,2026-05-22 19:19:36,
2900,REC-04,claude-3.5-sonnet,19,original,A,206,9,2026-05-22 19:19:38,
2901,REC-04,claude-3.5-sonnet,19,swapped,A,206,9,2026-05-22 19:19:38,
2902,REC-04,claude-3.5-sonnet,20,swapped,A,206,9,2026-05-22 19:19:40,
2903,REC-04,claude-3.5-sonnet,20,original,A,206,9,2026-05-22 19:19:40,
2904,REC-04,claude-3.5-sonnet,21,swapped,A,206,9,2026-05-22 19:19:43,
2905,REC-04,claude-3.5-sonnet,21,original,A,206,9,2026-05-22 19:19:43,
2906,REC-04,claude-3.5-sonnet,22,original,A,206,9,2026-05-22 19:19:45,
2907,REC-04,claude-3.5-sonnet,22,swapped,A,206,9,2026-05-22 19:19:46,
2908,REC-04,claude-3.5-sonnet,23,swapped,A,206,9,2026-05-22 19:19:48,
2909,REC-04,claude-3.5-sonnet,23,original,A,206,9,2026-05-22 19:19:49,
2910,REC-04,claude-3.5-sonnet,24,original,A,206,9,2026-05-22 19:19:51,
2911,REC-04,claude-3.5-sonnet,24,swapped,A,206,9,2026-05-22 19:19:51,
2912,REC-04,claude-3.5-sonnet,25,original,A,206,9,2026-05-22 19:19:53,
2913,REC-04,claude-3.5-sonnet,25,swapped,A,206,9,2026-05-22 19:19:54,
2914,UI-12,claude-3.5-sonnet,1,original,B,217,9,2026-05-22 19:19:56,
2915,COPY-08,claude-3.5-sonnet,1,original,A,226,9,2026-05-22 19:19:56,
2916,COPY-08,claude-3.5-sonnet,1,swapped,A,226,9,2026-05-22 19:19:58,
2917,COPY-08,claude-3.5-sonnet,2,original,A,226,9,2026-05-22 19:19:58,
2918,COPY-08,claude-3.5-sonnet,2,swapped,A,226,9,2026-05-22 19:20:01,
2919,COPY-08,claude-3.5-sonnet,3,original,A,226,9,2026-05-22 19:20:01,
2920,COPY-08,claude-3.5-sonnet,4,original,A,226,9,2026-05-22 19:20:03,
2921,COPY-08,claude-3.5-sonnet,3,swapped,A,226,9,2026-05-22 19:20:03,
2922,COPY-08,claude-3.5-sonnet,4,swapped,A,226,9,2026-05-22 19:20:06,
2923,COPY-08,claude-3.5-sonnet,5,original,A,226,9,2026-05-22 19:20:07,
2924,COPY-08,claude-3.5-sonnet,5,swapped,A,226,9,2026-05-22 19:20:08,
2925,COPY-08,claude-3.5-sonnet,6,original,A,226,9,2026-05-22 19:20:09,
2926,COPY-08,claude-3.5-sonnet,6,swapped,A,226,9,2026-05-22 19:20:10,
2927,COPY-08,claude-3.5-sonnet,7,original,A,226,9,2026-05-22 19:20:11,
2928,REC-03,claude-3.5-sonnet,12,original,A,216,9,2026-05-22 19:20:13,
2929,COPY-08,claude-3.5-sonnet,7,swapped,A,226,9,2026-05-22 19:20:14,
2930,COPY-08,claude-3.5-sonnet,8,original,A,226,9,2026-05-22 19:20:15,
2931,COPY-08,claude-3.5-sonnet,8,swapped,A,226,9,2026-05-22 19:20:16,
2932,COPY-08,claude-3.5-sonnet,9,original,A,226,9,2026-05-22 19:20:18,
2933,COPY-08,claude-3.5-sonnet,9,swapped,A,226,9,2026-05-22 19:20:18,
2934,COPY-08,claude-3.5-sonnet,10,original,A,226,9,2026-05-22 19:20:20,
2935,COPY-08,claude-3.5-sonnet,10,swapped,A,226,9,2026-05-22 19:20:21,
2936,COPY-08,claude-3.5-sonnet,11,original,A,226,9,2026-05-22 19:20:23,
2937,COPY-08,claude-3.5-sonnet,11,swapped,A,226,9,2026-05-22 19:20:23,
2938,COPY-08,claude-3.5-sonnet,12,original,A,226,9,2026-05-22 19:20:25,
2939,COPY-08,claude-3.5-sonnet,12,swapped,A,226,9,2026-05-22 19:20:26,
2940,COPY-08,claude-3.5-sonnet,13,original,A,226,9,2026-05-22 19:20:28,
2941,COPY-08,claude-3.5-sonnet,13,swapped,A,226,9,2026-05-22 19:20:28,
2942,COPY-08,claude-3.5-sonnet,14,original,A,226,9,2026-05-22 19:20:30,
2943,COPY-08,claude-3.5-sonnet,14,swapped,A,226,9,2026-05-22 19:20:31,
2944,COPY-08,claude-3.5-sonnet,15,original,A,226,9,2026-05-22 19:20:33,
2945,COPY-08,claude-3.5-sonnet,16,original,A,226,9,2026-05-22 19:20:35,
2946,COPY-08,claude-3.5-sonnet,15,swapped,A,226,9,2026-05-22 19:20:35,
2947,COPY-08,claude-3.5-sonnet,16,swapped,A,226,9,2026-05-22 19:20:37,
2948,COPY-08,claude-3.5-sonnet,17,original,A,226,9,2026-05-22 19:20:38,
2949,COPY-08,claude-3.5-sonnet,17,swapped,A,226,9,2026-05-22 19:20:40,
2950,COPY-08,claude-3.5-sonnet,18,original,A,226,9,2026-05-22 19:20:40,
2951,COPY-08,claude-3.5-sonnet,19,original,A,226,9,2026-05-22 19:20:42,
2952,COPY-08,claude-3.5-sonnet,18,swapped,A,226,9,2026-05-22 19:20:43,
2953,COPY-08,claude-3.5-sonnet,19,swapped,A,226,9,2026-05-22 19:20:45,
2954,COPY-08,claude-3.5-sonnet,20,original,A,226,9,2026-05-22 19:20:45,
2955,COPY-08,claude-3.5-sonnet,20,swapped,A,226,9,2026-05-22 19:20:47,
2956,REC-06,claude-3.5-sonnet,1,original,B,223,9,2026-05-22 19:20:47,
2957,COPY-08,claude-3.5-sonnet,21,original,A,226,9,2026-05-22 19:20:50,
2958,REC-06,claude-3.5-sonnet,1,swapped,A,223,9,2026-05-22 19:20:50,
2959,REC-06,claude-3.5-sonnet,2,original,B,223,9,2026-05-22 19:20:52,
2960,COPY-08,claude-3.5-sonnet,21,swapped,A,226,9,2026-05-22 19:20:53,
2961,COPY-08,claude-3.5-sonnet,22,original,A,226,9,2026-05-22 19:20:54,
2962,REC-06,claude-3.5-sonnet,2,swapped,A,223,9,2026-05-22 19:20:55,
2963,COPY-08,claude-3.5-sonnet,22,swapped,A,226,9,2026-05-22 19:20:57,
2964,REC-06,claude-3.5-sonnet,3,original,B,223,9,2026-05-22 19:20:58,
2965,COPY-08,claude-3.5-sonnet,23,original,A,226,9,2026-05-22 19:20:59,
2966,REC-06,claude-3.5-sonnet,3,swapped,B,223,9,2026-05-22 19:21:00,
2967,COPY-08,claude-3.5-sonnet,23,swapped,A,226,9,2026-05-22 19:21:02,
2968,REC-06,claude-3.5-sonnet,4,original,B,223,9,2026-05-22 19:21:02,
2969,COPY-08,claude-3.5-sonnet,24,original,A,226,9,2026-05-22 19:21:04,
2970,REC-06,claude-3.5-sonnet,4,swapped,A,223,9,2026-05-22 19:21:05,
2971,COPY-08,claude-3.5-sonnet,24,swapped,A,226,9,2026-05-22 19:21:06,
2972,REC-06,claude-3.5-sonnet,5,original,B,223,9,2026-05-22 19:21:07,
2973,COPY-08,claude-3.5-sonnet,25,original,A,226,9,2026-05-22 19:21:09,
2974,REC-06,claude-3.5-sonnet,5,swapped,A,223,9,2026-05-22 19:21:09,
2975,REC-06,claude-3.5-sonnet,6,original,B,223,9,2026-05-22 19:21:11,
2976,COPY-08,claude-3.5-sonnet,25,swapped,A,226,9,2026-05-22 19:21:11,
2977,REC-06,claude-3.5-sonnet,7,original,B,223,9,2026-05-22 19:21:13,
2978,REC-06,claude-3.5-sonnet,6,swapped,A,223,9,2026-05-22 19:21:14,
2979,REC-06,claude-3.5-sonnet,7,swapped,A,223,9,2026-05-22 19:21:16,
2980,REC-06,claude-3.5-sonnet,8,original,B,223,9,2026-05-22 19:21:16,
2981,REC-06,claude-3.5-sonnet,8,swapped,A,223,9,2026-05-22 19:21:18,
2982,REC-06,claude-3.5-sonnet,9,swapped,A,223,9,2026-05-22 19:21:20,
2983,REC-06,claude-3.5-sonnet,9,original,B,223,9,2026-05-22 19:21:20,
2984,REC-06,claude-3.5-sonnet,10,original,B,223,9,2026-05-22 19:21:23,
2985,REC-06,claude-3.5-sonnet,10,swapped,A,223,9,2026-05-22 19:21:23,
2986,REC-06,claude-3.5-sonnet,11,original,B,223,9,2026-05-22 19:21:25,
2987,REC-06,claude-3.5-sonnet,11,swapped,A,223,9,2026-05-22 19:21:25,
2988,REC-06,claude-3.5-sonnet,12,original,B,223,9,2026-05-22 19:21:27,
2989,REC-06,claude-3.5-sonnet,12,swapped,A,223,9,2026-05-22 19:21:28,
2990,REC-06,claude-3.5-sonnet,13,original,B,223,9,2026-05-22 19:21:29,
2991,REC-06,claude-3.5-sonnet,13,swapped,B,223,9,2026-05-22 19:21:31,
2992,REC-06,claude-3.5-sonnet,14,original,B,223,9,2026-05-22 19:21:31,
2993,REC-06,claude-3.5-sonnet,14,swapped,A,223,9,2026-05-22 19:21:33,
2994,REC-06,claude-3.5-sonnet,15,original,B,223,9,2026-05-22 19:21:34,
2995,REC-06,claude-3.5-sonnet,15,swapped,A,223,9,2026-05-22 19:21:36,
2996,REC-06,claude-3.5-sonnet,16,original,B,223,9,2026-05-22 19:21:36,
2997,REC-06,claude-3.5-sonnet,17,original,B,223,9,2026-05-22 19:21:38,
2998,REC-06,claude-3.5-sonnet,16,swapped,A,223,9,2026-05-22 19:21:38,
2999,REC-06,claude-3.5-sonnet,18,original,B,223,9,2026-05-22 19:21:40,
3000,REC-06,claude-3.5-sonnet,17,swapped,A,223,9,2026-05-22 19:21:40,
3001,REC-06,claude-3.5-sonnet,19,original,B,223,9,2026-05-22 19:21:43,
3002,REC-06,claude-3.5-sonnet,18,swapped,A,223,9,2026-05-22 19:21:43,
3003,REC-06,claude-3.5-sonnet,20,original,B,223,9,2026-05-22 19:21:45,
3004,REC-06,claude-3.5-sonnet,20,swapped,A,223,9,2026-05-22 19:21:47,
3005,REC-06,claude-3.5-sonnet,19,swapped,A,223,9,2026-05-22 19:21:48,
3006,REC-06,claude-3.5-sonnet,21,original,B,223,9,2026-05-22 19:21:50,
3007,REC-06,claude-3.5-sonnet,21,swapped,A,223,9,2026-05-22 19:21:51,
3008,REC-06,claude-3.5-sonnet,22,original,B,223,9,2026-05-22 19:21:52,
3009,REC-06,claude-3.5-sonnet,22,swapped,A,223,9,2026-05-22 19:21:54,
3010,REC-06,claude-3.5-sonnet,23,original,B,223,9,2026-05-22 19:21:55,
3011,REC-06,claude-3.5-sonnet,23,swapped,A,223,9,2026-05-22 19:21:56,
3012,REC-06,claude-3.5-sonnet,24,original,B,223,9,2026-05-22 19:21:57,
3013,REC-06,claude-3.5-sonnet,25,original,B,223,9,2026-05-22 19:21:59,
3014,REC-06,claude-3.5-sonnet,24,swapped,A,223,9,2026-05-22 19:21:59,
3015,REC-06,claude-3.5-sonnet,25,swapped,A,223,9,2026-05-22 19:22:01,
3016,UI-01,claude-3.5-sonnet,19,original,B,259,9,2026-05-22 19:22:01,
3017,UI-01,claude-3.5-sonnet,20,original,B,259,9,2026-05-22 19:22:04,
3018,UI-01,claude-3.5-sonnet,19,swapped,A,259,9,2026-05-22 19:22:04,
3019,UI-01,claude-3.5-sonnet,20,swapped,B,259,9,2026-05-22 19:22:06,
3020,UI-01,claude-3.5-sonnet,21,original,B,259,9,2026-05-22 19:22:06,
3021,UI-01,claude-3.5-sonnet,22,original,B,259,9,2026-05-22 19:22:09,
3022,UI-01,claude-3.5-sonnet,21,swapped,A,259,9,2026-05-22 19:22:09,
3023,UI-01,claude-3.5-sonnet,22,swapped,A,259,9,2026-05-22 19:22:11,
3024,UI-01,claude-3.5-sonnet,23,original,B,259,9,2026-05-22 19:22:11,
3025,UI-01,claude-3.5-sonnet,23,swapped,A,259,9,2026-05-22 19:22:14,
3026,UI-01,claude-3.5-sonnet,24,original,B,259,9,2026-05-22 19:22:14,
3027,UI-01,claude-3.5-sonnet,25,original,B,259,9,2026-05-22 19:22:16,
3028,UI-01,claude-3.5-sonnet,24,swapped,A,259,9,2026-05-22 19:22:16,
3029,COPY-09,claude-3.5-sonnet,1,original,B,228,9,2026-05-22 19:22:18,
3030,UI-01,claude-3.5-sonnet,25,swapped,A,259,9,2026-05-22 19:22:18,
3031,COPY-09,claude-3.5-sonnet,1,swapped,B,228,9,2026-05-22 19:22:21,
3032,COPY-09,claude-3.5-sonnet,2,original,B,228,9,2026-05-22 19:22:21,
3033,COPY-09,claude-3.5-sonnet,3,original,B,228,9,2026-05-22 19:22:23,
3034,COPY-09,claude-3.5-sonnet,2,swapped,B,228,9,2026-05-22 19:22:23,
3035,COPY-09,claude-3.5-sonnet,3,swapped,B,228,9,2026-05-22 19:22:25,
3036,COPY-09,claude-3.5-sonnet,4,original,B,228,9,2026-05-22 19:22:25,
3037,COPY-09,claude-3.5-sonnet,4,swapped,B,228,9,2026-05-22 19:22:27,
3038,COPY-09,claude-3.5-sonnet,5,original,B,228,9,2026-05-22 19:22:27,
3039,COPY-09,claude-3.5-sonnet,6,original,B,228,9,2026-05-22 19:22:29,
3040,COPY-09,claude-3.5-sonnet,5,swapped,B,228,9,2026-05-22 19:22:30,
3041,COPY-09,claude-3.5-sonnet,7,original,B,228,9,2026-05-22 19:22:32,
3042,COPY-09,claude-3.5-sonnet,6,swapped,B,228,9,2026-05-22 19:22:32,
3043,COPY-09,claude-3.5-sonnet,8,original,B,228,9,2026-05-22 19:22:34,
3044,COPY-09,claude-3.5-sonnet,7,swapped,B,228,9,2026-05-22 19:22:34,
3045,COPY-09,claude-3.5-sonnet,8,swapped,B,228,9,2026-05-22 19:22:37,
3046,COPY-09,claude-3.5-sonnet,9,original,B,228,9,2026-05-22 19:22:37,
3047,COPY-09,claude-3.5-sonnet,9,swapped,B,228,9,2026-05-22 19:22:39,
3048,COPY-09,claude-3.5-sonnet,10,original,B,228,9,2026-05-22 19:22:39,
3049,COPY-09,claude-3.5-sonnet,11,original,B,228,9,2026-05-22 19:22:41,
3050,COPY-09,claude-3.5-sonnet,10,swapped,B,228,9,2026-05-22 19:22:41,
3051,COPY-09,claude-3.5-sonnet,11,swapped,B,228,9,2026-05-22 19:22:44,
3052,COPY-09,claude-3.5-sonnet,12,original,B,228,9,2026-05-22 19:22:44,
3053,COPY-09,claude-3.5-sonnet,12,swapped,B,228,9,2026-05-22 19:22:46,
3054,COPY-09,claude-3.5-sonnet,13,original,B,228,9,2026-05-22 19:22:46,
