id,test_id,persona_id,persona_type,model,run_number,ab_order,raw_response,parsed_choice,prompt_tokens,completion_tokens,response_time_ms,timestamp,status,error_message
28318,UI-09,B-11,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,345,6,1625,2026-05-24 07:39:27,completed,
28319,COPY-06,I-18,interview,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,425,6,1718,2026-05-24 07:39:27,completed,
28320,UI-03,D-18,demographic,deepseek-v4-flash,2,swapped,"{""choice"": ""A""}",B,262,6,1892,2026-05-24 07:39:29,completed,
28321,REC-03,B-05,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,330,6,2155,2026-05-24 07:39:29,completed,
28322,UI-09,B-11,biographical,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,345,6,1741,2026-05-24 07:39:31,completed,
28323,COPY-06,I-18,interview,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,425,6,1742,2026-05-24 07:39:31,completed,
28324,REC-03,B-05,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,330,6,1729,2026-05-24 07:39:32,completed,
28325,UI-03,D-18,demographic,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,262,6,1699,2026-05-24 07:39:32,completed,
28326,COPY-06,I-18,interview,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,425,6,1704,2026-05-24 07:39:34,completed,
28327,UI-09,B-12,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,339,6,1851,2026-05-24 07:39:34,completed,
28328,UI-03,D-19,demographic,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,263,6,1627,2026-05-24 07:39:36,completed,
28329,REC-03,B-05,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,330,6,1633,2026-05-24 07:39:36,completed,
28330,COPY-06,I-19,interview,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,430,6,1617,2026-05-24 07:39:37,completed,
28331,UI-09,B-12,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,339,6,1820,2026-05-24 07:39:38,completed,
28332,REC-03,B-06,biographical,deepseek-v4-flash,1,original,"{""choice"": ""B""}",B,327,6,2042,2026-05-24 07:39:40,completed,
28333,UI-03,D-19,demographic,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,263,6,1948,2026-05-24 07:39:40,completed,
28334,UI-09,B-12,biographical,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,339,6,1613,2026-05-24 07:39:41,completed,
28335,COPY-06,I-19,interview,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,430,6,1597,2026-05-24 07:39:41,completed,
28336,UI-03,D-19,demographic,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,263,6,1702,2026-05-24 07:39:43,completed,
28337,REC-03,B-06,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,327,6,2125,2026-05-24 07:39:43,completed,
28338,COPY-06,I-19,interview,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,430,6,1768,2026-05-24 07:39:45,completed,
28339,UI-09,B-13,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,343,6,2208,2026-05-24 07:39:45,completed,
28340,UI-03,D-20,demographic,deepseek-v4-flash,1,original,"{""choice"": ""B""}",B,262,6,1487,2026-05-24 07:39:47,completed,
28341,REC-03,B-06,biographical,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,327,6,1603,2026-05-24 07:39:47,completed,
28342,COPY-06,I-20,interview,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,441,6,1605,2026-05-24 07:39:48,completed,
28343,UI-09,B-13,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,343,6,2246,2026-05-24 07:39:49,completed,
28344,REC-03,B-07,biographical,deepseek-v4-flash,1,original,"{""choice"": ""B""}",B,342,6,1855,2026-05-24 07:39:50,completed,
28345,UI-03,D-20,demographic,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,262,6,1803,2026-05-24 07:39:51,completed,
28346,UI-09,B-13,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,343,6,1629,2026-05-24 07:39:52,completed,
28347,COPY-06,I-20,interview,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,441,6,1509,2026-05-24 07:39:52,completed,
28348,REC-03,B-07,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""A""}",B,342,6,1897,2026-05-24 07:39:54,completed,
28349,UI-03,D-20,demographic,deepseek-v4-flash,3,original,"{""choice"": ""B""}",B,262,6,1575,2026-05-24 07:39:54,completed,
28350,COPY-06,I-20,interview,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,441,6,1563,2026-05-24 07:39:55,completed,
28351,UI-09,B-14,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,342,6,1714,2026-05-24 07:39:55,completed,
28352,REC-03,B-07,biographical,deepseek-v4-flash,3,original,"{""choice"": ""B""}",B,342,6,1726,2026-05-24 07:39:57,completed,
28353,UI-03,B-01,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,352,6,2148,2026-05-24 07:39:58,completed,
28354,UI-09,B-14,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,342,6,1857,2026-05-24 07:39:59,completed,
28355,COPY-08,D-01,demographic,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,271,6,1611,2026-05-24 07:39:59,completed,
28356,REC-03,B-08,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,341,6,1722,2026-05-24 07:40:01,completed,
28357,UI-03,B-01,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,352,6,1927,2026-05-24 07:40:01,completed,
28358,UI-09,B-14,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,342,6,1638,2026-05-24 07:40:02,completed,
28359,COPY-08,D-01,demographic,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,271,6,1760,2026-05-24 07:40:03,completed,
28360,UI-03,B-01,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,352,6,1832,2026-05-24 07:40:05,completed,
28361,REC-03,B-08,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,341,6,2464,2026-05-24 07:40:05,completed,
28362,COPY-08,D-01,demographic,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,271,6,1607,2026-05-24 07:40:06,completed,
28363,UI-09,B-15,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,344,6,1934,2026-05-24 07:40:07,completed,
28364,REC-03,B-08,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,341,6,1736,2026-05-24 07:40:08,completed,
28365,UI-03,B-02,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,326,6,1833,2026-05-24 07:40:08,completed,
28366,UI-09,B-15,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,344,6,1838,2026-05-24 07:40:10,completed,
28367,COPY-08,D-02,demographic,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,271,6,1556,2026-05-24 07:40:10,completed,
28368,UI-03,B-02,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,326,6,1817,2026-05-24 07:40:12,completed,
28369,REC-03,B-09,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,333,6,2235,2026-05-24 07:40:12,completed,
28370,UI-09,B-15,biographical,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,344,6,1692,2026-05-24 07:40:14,completed,
28371,COPY-08,D-02,demographic,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,271,6,2079,2026-05-24 07:40:14,completed,
28372,REC-03,B-09,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,333,6,1810,2026-05-24 07:40:15,completed,
28373,UI-03,B-02,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,326,6,1627,2026-05-24 07:40:16,completed,
28374,UI-09,B-16,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,344,6,1784,2026-05-24 07:40:17,completed,
28375,COPY-08,D-02,demographic,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,271,6,1564,2026-05-24 07:40:18,completed,
28376,REC-03,B-09,biographical,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,333,6,1615,2026-05-24 07:40:19,completed,
28377,UI-03,B-03,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,328,6,1524,2026-05-24 07:40:19,completed,
28378,UI-09,B-16,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,344,6,1871,2026-05-24 07:40:21,completed,
28379,COPY-08,D-03,demographic,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,272,6,1684,2026-05-24 07:40:21,completed,
28380,REC-03,B-10,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,333,6,1865,2026-05-24 07:40:23,completed,
28381,UI-03,B-03,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,328,6,1935,2026-05-24 07:40:23,completed,
28382,UI-09,B-16,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,344,6,1656,2026-05-24 07:40:24,completed,
28383,COPY-08,D-03,demographic,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,272,6,1906,2026-05-24 07:40:25,completed,
28384,REC-03,B-10,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,333,6,1900,2026-05-24 07:40:26,completed,
28385,UI-03,B-03,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,328,6,1711,2026-05-24 07:40:26,completed,
28386,UI-09,B-17,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,340,6,1837,2026-05-24 07:40:28,completed,
28387,COPY-08,D-03,demographic,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,272,6,1656,2026-05-24 07:40:28,completed,
28388,REC-03,B-10,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""A""}",B,333,6,1598,2026-05-24 07:40:30,completed,
28389,UI-03,B-04,biographical,deepseek-v4-flash,1,original,"{""choice"": ""B""}",B,338,6,1793,2026-05-24 07:40:30,completed,
28390,UI-09,B-17,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,340,6,1838,2026-05-24 07:40:31,completed,
28391,COPY-08,D-04,demographic,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,272,6,1639,2026-05-24 07:40:31,completed,
28392,UI-03,B-04,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""A""}",B,338,6,1786,2026-05-24 07:40:33,completed,
28393,REC-03,B-11,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,341,6,1985,2026-05-24 07:40:33,completed,
28394,UI-09,B-17,biographical,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,340,6,1831,2026-05-24 07:40:35,completed,
28395,COPY-08,D-04,demographic,deepseek-v4-flash,2,swapped,"{""choice"": ""A""}",B,272,6,2178,2026-05-24 07:40:36,completed,
28396,REC-03,B-11,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,341,6,1747,2026-05-24 07:40:37,completed,
28397,UI-03,B-04,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""A""}",B,338,6,1635,2026-05-24 07:40:37,completed,
28398,UI-09,B-18,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,335,6,1739,2026-05-24 07:40:39,completed,
28399,COPY-08,D-04,demographic,deepseek-v4-flash,3,swapped,"{""choice"": ""A""}",B,272,6,1661,2026-05-24 07:40:39,completed,
28400,REC-03,B-11,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,341,6,1846,2026-05-24 07:40:40,completed,
28401,UI-03,B-05,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,329,6,1828,2026-05-24 07:40:41,completed,
28402,COPY-08,D-05,demographic,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,273,6,1587,2026-05-24 07:40:42,completed,
28403,UI-09,B-18,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,335,6,1990,2026-05-24 07:40:42,completed,
28404,REC-03,B-12,biographical,deepseek-v4-flash,1,original,"{""choice"": ""B""}",B,335,6,1891,2026-05-24 07:40:44,completed,
28405,UI-03,B-05,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,329,6,1794,2026-05-24 07:40:44,completed,
28406,COPY-08,D-05,demographic,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,273,6,1798,2026-05-24 07:40:46,completed,
28407,UI-09,B-18,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,335,6,1945,2026-05-24 07:40:46,completed,
28408,REC-03,B-12,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,335,6,1721,2026-05-24 07:40:48,completed,
28409,UI-03,B-05,biographical,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,329,6,1607,2026-05-24 07:40:48,completed,
28410,COPY-08,D-05,demographic,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,273,6,1649,2026-05-24 07:40:49,completed,
28411,UI-09,B-19,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,346,6,1846,2026-05-24 07:40:50,completed,
28412,REC-03,B-12,biographical,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,335,6,1636,2026-05-24 07:40:51,completed,
28413,UI-03,B-06,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,326,6,1775,2026-05-24 07:40:51,completed,
28414,COPY-08,D-06,demographic,deepseek-v4-flash,1,original,"{""choice"": ""B""}",B,271,6,1698,2026-05-24 07:40:53,completed,
28415,UI-09,B-19,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,346,6,2247,2026-05-24 07:40:53,completed,
28416,UI-03,B-06,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""A""}",B,326,6,1764,2026-05-24 07:40:55,completed,
28417,REC-03,B-13,biographical,deepseek-v4-flash,1,original,"{""choice"": ""B""}",B,339,6,2020,2026-05-24 07:40:55,completed,
28418,UI-09,B-19,biographical,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,346,6,1597,2026-05-24 07:40:57,completed,
28419,COPY-08,D-06,demographic,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,271,6,1915,2026-05-24 07:40:57,completed,
28420,REC-03,B-13,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,339,6,1798,2026-05-24 07:40:59,completed,
28421,UI-03,B-06,biographical,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,326,6,1720,2026-05-24 07:40:59,completed,
28422,COPY-08,D-06,demographic,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,271,6,1613,2026-05-24 07:41:00,completed,
28423,UI-09,B-20,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,349,6,2679,2026-05-24 07:41:01,completed,
28424,REC-03,B-13,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""A""}",B,339,6,1567,2026-05-24 07:41:02,completed,
28425,UI-09,B-20,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,349,6,1811,2026-05-24 07:41:04,completed,
28426,UI-03,B-07,biographical,deepseek-v4-flash,1,original,"{""choice"": ""B""}",B,341,6,2744,2026-05-24 07:41:04,completed,
28427,REC-03,B-14,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,338,6,1818,2026-05-24 07:41:06,completed,
28428,COPY-08,D-07,demographic,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,271,6,2048,2026-05-24 07:41:06,completed,
28429,UI-09,B-20,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,349,6,1690,2026-05-24 07:41:08,completed,
28430,UI-03,B-07,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""A""}",B,341,6,1810,2026-05-24 07:41:08,completed,
28431,COPY-08,D-07,demographic,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,271,6,1797,2026-05-24 07:41:09,completed,
28432,REC-03,B-14,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""A""}",B,338,6,2113,2026-05-24 07:41:10,completed,
28433,UI-03,B-07,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""A""}",B,341,6,1974,2026-05-24 07:41:11,completed,
28434,UI-09,I-01,interview,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,412,6,1631,2026-05-24 07:41:11,completed,
28435,COPY-08,D-07,demographic,deepseek-v4-flash,3,swapped,"{""choice"": ""A""}",B,271,6,1632,2026-05-24 07:41:13,completed,
28436,REC-03,B-14,biographical,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,338,6,1670,2026-05-24 07:41:13,completed,
28437,UI-09,I-01,interview,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,412,6,1528,2026-05-24 07:41:15,completed,
28438,UI-03,B-08,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,340,6,1692,2026-05-24 07:41:15,completed,
28439,COPY-08,D-08,demographic,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,272,6,1696,2026-05-24 07:41:16,completed,
28440,REC-03,B-15,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,340,6,1772,2026-05-24 07:41:16,completed,
28441,UI-03,B-08,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""A""}",B,340,6,1690,2026-05-24 07:41:18,completed,
28442,UI-09,I-01,interview,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,412,6,1613,2026-05-24 07:41:18,completed,
28443,COPY-08,D-08,demographic,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,272,6,1770,2026-05-24 07:41:20,completed,
28444,REC-03,B-15,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,340,6,1754,2026-05-24 07:41:20,completed,
28445,UI-09,I-02,interview,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,413,6,1514,2026-05-24 07:41:21,completed,
28446,UI-03,B-08,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""A""}",B,340,6,1625,2026-05-24 07:41:21,completed,
28447,REC-03,B-15,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,340,6,1546,2026-05-24 07:41:23,completed,
28448,COPY-08,D-08,demographic,deepseek-v4-flash,3,swapped,"{""choice"": ""A""}",B,272,6,1759,2026-05-24 07:41:23,completed,
28449,UI-09,I-02,interview,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,413,6,1610,2026-05-24 07:41:25,completed,
28450,UI-03,B-09,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,332,6,1829,2026-05-24 07:41:25,completed,
28451,COPY-08,D-09,demographic,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,272,6,1618,2026-05-24 07:41:26,completed,
28452,REC-03,B-16,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,340,6,2029,2026-05-24 07:41:27,completed,
28453,UI-09,I-02,interview,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,413,6,1653,2026-05-24 07:41:28,completed,
28454,UI-03,B-09,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,332,6,2257,2026-05-24 07:41:29,completed,
28455,COPY-08,D-09,demographic,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,272,6,1686,2026-05-24 07:41:30,completed,
28456,REC-03,B-16,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,340,6,1915,2026-05-24 07:41:31,completed,
28457,UI-03,B-09,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,332,6,1782,2026-05-24 07:41:32,completed,
28458,UI-09,I-03,interview,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,427,6,1666,2026-05-24 07:41:32,completed,
28459,COPY-08,D-09,demographic,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,272,6,1727,2026-05-24 07:41:34,completed,
28460,REC-03,B-16,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,340,6,1735,2026-05-24 07:41:34,completed,
28461,UI-09,I-03,interview,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,427,6,1525,2026-05-24 07:41:36,completed,
28462,UI-03,B-10,biographical,deepseek-v4-flash,1,original,"{""choice"": ""B""}",B,332,6,1840,2026-05-24 07:41:36,completed,
28463,COPY-08,D-10,demographic,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,272,6,1564,2026-05-24 07:41:37,completed,
28464,REC-03,B-17,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,336,6,1643,2026-05-24 07:41:37,completed,
28465,UI-09,I-03,interview,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,427,6,1593,2026-05-24 07:41:39,completed,
28466,UI-03,B-10,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""A""}",B,332,6,1721,2026-05-24 07:41:39,completed,
28467,REC-03,B-17,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,336,6,1913,2026-05-24 07:41:41,completed,
28468,COPY-08,D-10,demographic,deepseek-v4-flash,2,swapped,"{""choice"": ""A""}",B,272,6,2060,2026-05-24 07:41:41,completed,
28469,UI-03,B-10,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""A""}",B,332,6,1528,2026-05-24 07:41:42,completed,
28470,UI-09,I-04,interview,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,420,6,1610,2026-05-24 07:41:42,completed,
28471,COPY-08,D-10,demographic,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,272,6,1736,2026-05-24 07:41:44,completed,
28472,REC-03,B-17,biographical,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,336,6,1765,2026-05-24 07:41:44,completed,
28473,UI-09,I-04,interview,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,420,6,1522,2026-05-24 07:41:46,completed,
28474,UI-03,B-11,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,340,6,1785,2026-05-24 07:41:46,completed,
28475,COPY-08,D-11,demographic,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,271,6,1927,2026-05-24 07:41:48,completed,
28476,REC-03,B-18,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,331,6,1979,2026-05-24 07:41:48,completed,
28477,UI-09,I-04,interview,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,420,6,1855,2026-05-24 07:41:50,completed,
28478,UI-03,B-11,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,340,6,1967,2026-05-24 07:41:50,completed,
28479,REC-03,B-18,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,331,6,1913,2026-05-24 07:41:52,completed,
28480,COPY-08,D-11,demographic,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,271,6,1920,2026-05-24 07:41:52,completed,
28481,UI-03,B-11,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,340,6,1555,2026-05-24 07:41:53,completed,
28482,UI-09,I-05,interview,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,428,6,1802,2026-05-24 07:41:53,completed,
28483,COPY-08,D-11,demographic,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,271,6,1712,2026-05-24 07:41:55,completed,
28484,REC-03,B-18,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,331,6,1665,2026-05-24 07:41:55,completed,
28485,UI-03,B-12,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,334,6,1845,2026-05-24 07:41:57,completed,
28486,UI-09,I-05,interview,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,428,6,1735,2026-05-24 07:41:57,completed,
28487,COPY-08,D-12,demographic,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,274,6,1729,2026-05-24 07:41:58,completed,
28488,REC-03,B-19,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,342,6,2146,2026-05-24 07:41:59,completed,
28489,UI-03,B-12,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""A""}",B,334,6,1731,2026-05-24 07:42:00,completed,
28490,UI-09,I-05,interview,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,428,6,1624,2026-05-24 07:42:01,completed,
28491,COPY-08,D-12,demographic,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,274,6,1837,2026-05-24 07:42:02,completed,
28492,REC-03,B-19,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,342,6,1838,2026-05-24 07:42:02,completed,
28493,UI-03,B-12,biographical,deepseek-v4-flash,3,original,"{""choice"": ""B""}",B,334,6,1656,2026-05-24 07:42:04,completed,
28494,UI-09,I-06,interview,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,409,6,1742,2026-05-24 07:42:04,completed,
28495,COPY-08,D-12,demographic,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,274,6,1713,2026-05-24 07:42:05,completed,
28496,REC-03,B-19,biographical,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,342,6,1616,2026-05-24 07:42:06,completed,
28497,UI-09,I-06,interview,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,409,6,1453,2026-05-24 07:42:07,completed,
28498,UI-03,B-13,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,338,6,2044,2026-05-24 07:42:08,completed,
28499,COPY-08,D-13,demographic,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,271,6,1824,2026-05-24 07:42:09,completed,
28500,REC-03,B-20,biographical,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,345,6,1826,2026-05-24 07:42:09,completed,
28501,UI-03,B-13,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""A""}",B,338,6,1778,2026-05-24 07:42:11,completed,
28502,UI-09,I-06,interview,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,409,6,1607,2026-05-24 07:42:11,completed,
28503,COPY-08,D-13,demographic,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,271,6,1892,2026-05-24 07:42:13,completed,
28504,REC-03,B-20,biographical,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,345,6,2149,2026-05-24 07:42:13,completed,
28505,UI-03,B-13,biographical,deepseek-v4-flash,3,original,"{""choice"": ""B""}",B,338,6,1558,2026-05-24 07:42:14,completed,
28506,UI-09,I-07,interview,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,422,6,1609,2026-05-24 07:42:15,completed,
28507,COPY-08,D-13,demographic,deepseek-v4-flash,3,original,"{""choice"": ""A""}",A,271,6,1592,2026-05-24 07:42:16,completed,
28508,REC-03,B-20,biographical,deepseek-v4-flash,3,swapped,"{""choice"": ""B""}",A,345,6,1687,2026-05-24 07:42:16,completed,
28509,UI-03,B-14,biographical,deepseek-v4-flash,1,original,"{""choice"": ""B""}",B,337,6,1840,2026-05-24 07:42:18,completed,
28510,UI-09,I-07,interview,deepseek-v4-flash,2,swapped,"{""choice"": ""B""}",A,422,6,1720,2026-05-24 07:42:18,completed,
28511,COPY-08,D-14,demographic,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,271,6,1590,2026-05-24 07:42:19,completed,
28512,REC-03,I-01,interview,deepseek-v4-flash,1,original,"{""choice"": ""A""}",A,408,6,1627,2026-05-24 07:42:20,completed,
